,shoulder0_X,shoulder0_Y,shoulder0_Z,elbow_X,elbow_Y,elbow_Z,wrist_hand_X,wrist_hand_Y,wrist_hand_Z,EF_X,EF_Y,EF_Z,SubjectMass
Mean,-0.05184977435897436,0.02368185641025641,0.18463926666666666,0.08485485192307693,0.02324426616809117,0.25420990121082626,0.15994577716049382,0.09793262235675848,0.34397838998892055,0.17393874628838238,0.10843471616017727,0.3441114959164292,75.46666666666667
std,0.018044442736549652,0.022142960521064285,0.02076006225140251,0.10634097052138945,0.2632775085398864,0.1265380162486683,0.20424723115292456,0.37148278596018164,0.19242981365505,0.21707218861379488,0.38461459892248584,0.20482100817251495,10.184123740226982
