,shoulder0_X,shoulder0_Y,shoulder0_Z,elbow_X,elbow_Y,elbow_Z,wrist_hand_X,wrist_hand_Y,wrist_hand_Z,EF_X,EF_Y,EF_Z,SubjectMass
Mean,-0.05184977435897435,0.023681856410256413,0.18463926666666663,0.08485485192307692,0.023244266168091166,0.2542099012108262,0.15994577716049382,0.09793262235675847,0.3439783899889205,0.17393874628838243,0.10843471616017726,0.3441114959164293,75.46666666666667
std,0.018044442736549652,0.022142960521064285,0.020760062251402506,0.10634097052138947,0.2632775085398864,0.1265380162486683,0.20424723115292454,0.37148278596018164,0.19242981365505002,0.21707218861379488,0.38461459892248584,0.20482100817251495,10.184123740226982
